headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
"At Least 97,000 Children in the U.S. Tested Positive in Last 2 Weeks of July",2020-08-09 12:00:12+00:00,The report comes as parents and education leaders grapple with the challenges of resuming schooling. Catch up on the latest.,https://www.nytimes.com/2020/08/09/world/coronavirus-covid-19.html,3971,"Trump’s unilateral economic relief actions come under fire. Ohio’s governor urges use of rapid tests, but with caution after his false positive.",Foreign,World,,News,,
"Needed: A Safe Vaccine, Masks and Face Shields",2020-08-06 19:34:06+00:00,"Readers say we need to make sure any vaccine is safe, and remind us that for now masks and distancing are reliable.",https://www.nytimes.com/2020/08/06/opinion/letters/coronavirus-vaccine.html,383,"Readers say we need to make sure any vaccine is safe, and remind us that for now masks and distancing are reliable.",Letters,Opinion,Letters,Letter,,
The Unique U.S. Failure to Control the Virus,2020-08-06 09:00:34+00:00,Slowing the coronavirus has been especially difficult for the United States because of its tradition of prioritizing individualism and missteps by the Trump administration.,https://www.nytimes.com/2020/08/06/us/coronavirus-us.html,5017,Slowing the coronavirus has been especially difficult for the United States because of its tradition of prioritizing individualism and missteps by the Trump administration.,National,U.S.,,News,By David Leonhardt and Lauren Leatherby,
Scientists Worry About Political Influence Over Coronavirus Vaccine Project,2020-08-03 00:13:16+00:00,"Operation Warp Speed, the U.S.’s virus vaccine initiative, has moved along rapidly, but some fear pressure to deliver an October surprise for President Trump.",https://www.nytimes.com/2020/08/02/us/politics/coronavirus-vaccine.html,2389,Operation Warp Speed has moved along at a rapid clip. But some people involved in the process fear pressure to deliver an October surprise for President Trump.,Washington,U.S.,Politics,News,"By Sharon LaFraniere, Katie Thomas, Noah Weiland, Peter Baker and Annie Karni",
Birx Warns That U.S. Epidemic Is in a ‘New Phase’,2020-08-02 12:00:55+00:00,Dr. Deborah Birx urged Americans in hot spots to consider wearing a mask at home if they live with someone who is especially vulnerable.,https://www.nytimes.com/2020/08/02/world/coronavirus-covid-19.html,4318,Colleges are preparing to welcome students back to a complicated campus setting. India’s home minister tests positive.,Foreign,World,,News,,
Fauci to Testify Before Congress on Coronavirus Response,2020-07-30 09:13:01+00:00,Dr. Anthony Fauci and other officials will speak at a hearing on Friday at 9 a.m. Eastern. An impasse threatened U.S. jobless aid. Catch up on the latest.,https://www.nytimes.com/2020/07/30/world/coronavirus-covid-19.html,7475,Federal U.S. jobless benefits are set to expire after lawmakers failed to make a deal. Herman Cain died after being hospitalized with the virus.,National,World,,News,,
"Judge Blocks Green Card Wealth Tests, Citing Pandemic Hardships",2020-07-29 09:22:11+00:00,A judge granted an injunction on the Trump administration’s green card plans. California and Florida set single-day death records. Catch up on the latest.,https://www.nytimes.com/2020/07/29/world/coronavirus-covid-19.html,3936,"Deaths top 150,000 in the United States. A $600 unemployment benefit is likely to lapse on Friday, a top official said. In Iran, religious ceremonies and college-entrance exams are in limbo.",Foreign,World,,News,,
Trump Falsely Claims Much of U.S. Is ‘Corona-Free’,2020-07-28 09:23:13+00:00,Republicans included $1.75 billion in the relief proposal for a new headquarters. Democrats say it could benefit President Trump’s hotel. Here’s the latest.,https://www.nytimes.com/2020/07/28/world/coronavirus-covid-19.html,5551,A national teachers’ union said teachers might strike as a “last resort” if they didn’t feel safe. Pilgrims to Mecca are finding a reconfigured hajj.,Foreign,World,,briefing,,
Biden Warns Trump Not to ‘Hype’ Vaccines,2020-07-27 12:00:45+00:00,"Joe Biden’s campaign offered a snapshot of its strategy, and The Times checked back in on the top contenders to be his running mate.",https://www.nytimes.com/2020/07/27/us/elections/biden-vs-trump.html,4237,"The Democratic convention will require daily virus tests for attendees, and the University of Notre Dame withdrew as a debate host.",Politics,U.S.,Elections,News,,
"Research Boosts Evidence of Masks’ Utility, Some Experts Say",2020-07-27 09:34:16+00:00,Masks have long been known to prevent infected people from spreading the virus. Research now suggests they also protect the uninfected. Catch up on the latest.,https://www.nytimes.com/2020/07/27/world/coronavirus-covid-19.html,5679,"Masks have long been known to help stop infected people from spreading the virus, but some research suggests they also protect the uninfected. President Trump shared a video with misinformation about the virus.",Foreign,World,,News,,
"Testing Results Take Too Long, U.S. Official Concedes",2020-07-26 11:01:32+00:00,"The testing czar admitted results are taking too long. Florida’s tally surpassed that of New York, an early epicenter. Catch up on the latest.",https://www.nytimes.com/2020/07/26/world/coronavirus-live-updates.html,4294,"Florida has now recorded more cases than New York. Britain orders travelers from Spain into 14 days of isolation, upending vacation plans for thousands.",National,World,,News,,
U.S. Coronavirus Cases Soar as 18 States Set Single-Day Records This Week,2020-07-25 12:00:10+00:00,"And Friday was the fourth day running that the United States reported over 1,100 deaths. Catch up on the latest.",https://www.nytimes.com/2020/07/25/world/coronavirus-covid-19.html,5812,"Friday was the fourth day running that the United States reported over 1,100 deaths. New research sheds light on male vulnerability to severe Covid-19.",National,World,,News,,
Requiem for a Republican Convention,2020-07-24 11:33:58+00:00,"President Trump retreated on the Republican National Convention as the coronavirus pandemic continued to upend the presidential contest. In Washington, John Lewis will lie in state at the Capitol.",https://www.nytimes.com/2020/07/24/us/elections/2020-presidential-election.html,4871,"President Trump’s decision to cancel the Jacksonville convention underscores how the coronavirus has upended the presidential race. This afternoon, he signed several executive orders addressing the high price of drugs in the United States.",Politics,U.S.,Elections,News,,
"73,400 New Coronavirus Cases in U.S., Nearing Single-Day Record",2020-07-24 09:21:55+00:00,"As the number of cases in the U.S. has continued to climb, so has the number of hospitalizations, which had skirted its own record in recent days. Catch up here.",https://www.nytimes.com/2020/07/24/world/coronavirus-covid-19.html,9770,"South Korea reported its biggest jump in new cases since March. Nancy Pelosi, pushing for a broader aid package, rejected a short extension of relief benefits.",National,World,,News,,
"Global Coronavirus Cases Surge, Stinging Even Places That Seemed to Have Control",2020-07-23 09:25:02+00:00,"Troubling resurgences have hit places around the world, like Hong Kong and Tokyo, that were seen as models in the virus fight. Catch up on the latest.",https://www.nytimes.com/2020/07/23/world/coronavirus-covid-19.html,9598,"Troubling resurgences have hit places around the world that were seen as models in the virus fight. In the U.S., known cases surpassed four million.",National,World,,News,,
The Science of School Reopenings,2020-07-22 10:01:45+00:00,Several countries have found ways to reopen schools safely. But can the United States?,https://www.nytimes.com/2020/07/22/podcasts/the-daily/school-reopenings-coronavirus.html,287,Several countries have found ways to reopen schools safely. But can the United States?,Podcasts,Podcasts,The Daily,News,,
"Russian Interference, Angela Merkel, Afghan Women: Your Wednesday Briefing",2020-07-22 03:49:42+00:00,Here’s what you need to know.,https://www.nytimes.com/2020/07/21/briefing/russian-interference-angela-merkel-virus-trump.html,1500,Here’s what you need to know.,NYTNow,Briefing,,briefing,By Melina Delkic,
"Trump, in a Departure, Says Virus Will Get Worse",2020-07-21 09:19:56+00:00,"The landmark deal includes steps to help less wealthy countries, such as giving much of the money as grants. Here’s the latest.",https://www.nytimes.com/2020/07/21/world/coronavirus-covid-19.html,3723,"More than 20,000 members of the U.S. military have contracted the virus, and the infection rate has soared recently. Major security flaws were found in a South Korean quarantine app.",Foreign,World,,News,,
Inside Trump’s Failure: The Rush to Abandon Leadership Role on the Virus,2020-07-18 17:54:01+00:00,"The nation’s inability to control the pandemic can be traced to mid-April, when the White House embraced rosy projections to proclaim victory and move on.",https://www.nytimes.com/2020/07/18/us/politics/trump-coronavirus-response-failure-leadership.html,4616,"The roots of the nation’s current inability to control the pandemic can be traced to mid-April, when the White House embraced overly rosy projections to proclaim victory and move on.",Washington,U.S.,Politics,News,"By Michael D. Shear, Noah Weiland, Eric Lipton, Maggie Haberman and David E. Sanger",
"Fauci Back at the White House, a Day After Trump Aides Tried to Undermine Him",2020-07-13 23:39:58+00:00,"The visit underscored a reality for both President Trump and his most prominent coronavirus adviser, Dr. Anthony Fauci: They are stuck with each other.",https://www.nytimes.com/2020/07/13/us/politics/fauci-trump-coronavirus.html,1613,The visit underscored a reality for both the president and his most prominent coronavirus adviser: They are stuck with each other.,Washington,U.S.,Politics,News,By Michael D. Shear and Noah Weiland,
"As Trump Demanded Schools Reopen, His Experts Warned of ‘Highest Risk’",2020-07-11 00:42:04+00:00,A briefing packet for federal emergency response teams detailed the steps schools should take to reopen safely.,https://www.nytimes.com/2020/07/10/us/politics/trump-schools-reopening.html,1131,A briefing packet for federal emergency response teams details the steps schools should take to reopen safely.,Washington,U.S.,Politics,News,By Eileen Sullivan and Erica L. Green,
At Least 5 States Set Single-Day Coronavirus Case Records,2020-07-08 09:16:10+00:00,"The top health official in Tulsa, Okla., suggested that the surge was probably connected to President Trump’s campaign event. Here’s the latest.",https://www.nytimes.com/2020/07/08/world/coronavirus-updates.html,6119,Tulsa’s top health official said the Trump rally last month may have contributed to a local surge in cases. A study in England provided more evidence of crucial risk factors for Covid-19 deaths.,National,World,,News,,
"As Coronavirus Cases Top 3 Million, Fauci Warns Against Misreading a Falling Death Rate",2020-07-07 09:13:23+00:00,Dr. Anthony Fauci said that it was a “false narrative to take comfort in a lower rate of death.” Here’s the latest.,https://www.nytimes.com/2020/07/07/world/coronavirus-updates.html,8759,President Trump made it official: The U.S. is pulling out of the World Health Organization. President Jair Bolsonaro of Brazil has tested positive. Hong Kong faces a “third wave” of infections.,National,World,,News,,
"Coronavirus Cases in U.S. Are Rising, Even as Death Rates Trend Down",2020-07-03 09:40:54+00:00,"The country’s daily infection report topped 50,000 again. Yet the virus appears to be killing fewer of the people it infects. Catch up on the latest.",https://www.nytimes.com/2020/07/03/world/coronavirus-updates.html,8000,"At least five U.S. states set single-day records on Friday as the country’s daily infection report passed 50,000 again. President Trump, in a speech at Mount Rushmore, barely mentioned the pandemic.",Foreign,World,,News,,
States Pause Plans to Reopen as Cases Soar,2020-06-29 09:28:07+00:00,"The worldwide toll is continuing to rise, with more than 10 million confirmed cases. More than a quarter of deaths have been in the United States.",https://www.nytimes.com/2020/06/29/world/coronavirus-updates.html,4660,"54,000 deaths in the U.S. were linked to nursing homes. A top C.D.C. official warned, “We are not even beginning to be over this.” At least 95 people who visited a Michigan bar have tested positive.",National,World,,News,,
"White House Blames Rise in Virus Cases on More Testing, as Experts Dispute the Claim",2020-06-28 17:17:14+00:00,"Vice President Mike Pence and the nation’s top health official, Alex M. Azar II, continued to assert on Sunday that reopenings in many states were not causing the sharp rises in coronavirus cases.",https://www.nytimes.com/2020/06/28/us/politics/coronavirus-sunday-talk-shows.html,987,"Vice President Mike Pence and the nation’s top health official, Alex M. Azar II, continued to assert on Sunday that reopenings in many states were not causing the sharp rises in coronavirus cases.",Washington,U.S.,Politics,News,By Chris Cameron and Sheila Kaplan,
"The Global Death Toll Now Tops 500,000",2020-06-28 11:46:50+00:00,"In the West and South, people waited in long lines and others were turned away as testing sites reached capacity. Here’s the latest.",https://www.nytimes.com/2020/06/28/world/coronavirus-updates.html,4420,"Vice President Mike Pence asserts that increased testing explains a surge in cases, but experts and evidence say otherwise. Houston’s top official has self-quarantined.",Foreign,World,,News,,
U.S. States Backtrack on Reopening as Coronavirus Cases Climb,2020-06-27 11:58:37+00:00,Mississippi and Houston are among the areas in danger of being overwhelmed. Catch up on the latest.,https://www.nytimes.com/2020/06/27/world/coronavirus-updates.html,5323,Mississippi and Houston are among the areas in danger of being overwhelmed. The resurgent virus has left many Americans questioning whether earlier lockdowns were worth their sacrifices.,Foreign,World,,News,,
New Numbers Showing Coronavirus Spread Intrude on a White House in Denial,2020-06-26 23:34:03+00:00,"The Trump administration has insisted for weeks that the pandemic was winding down, but rising cases in Texas, Arizona and Florida indicate otherwise.",https://www.nytimes.com/2020/06/26/us/politics/trump-coronavirus.html,1478,Both President Trump and Vice President Pence seem oblivious to the new chapter in the pandemic.,Washington,U.S.,Politics,News,By Michael D. Shear and Maggie Haberman,
"As New Coronavirus Cases Hit Another Record in the U.S., Some States Delay Reopenings",2020-06-25 09:29:06+00:00,"The number of Americans who have been infected is most likely about 10 times higher than reported, the C.D.C. director said. Catch up on the latest.",https://www.nytimes.com/2020/06/25/world/coronavirus-updates.html,6186,"The U.S. reported more than 41,000 new cases on Thursday, the second consecutive day with a record total, and the C.D.C. said the true national caseload was probably 10 times the official count. India plans to test all 29 million residents of its capital for the virus.",National,World,,News,,
"A Governor on Her Own, With Everything at Stake",2020-06-25 09:00:10+00:00,"From her living room, Gretchen Whitmer has led Michigan through a pandemic, an economic meltdown and even a dam collapse — all at a time when government itself seems broken.",https://www.nytimes.com/2020/06/25/magazine/gretchen-whitmer-coronavirus-michigan.html,6775,"From her living room, Gretchen Whitmer has led Michigan through a pandemic, an economic meltdown and even a dam collapse — all at a time when government itself seems broken.",Magazine,Magazine,,News,By Jonathan Mahler,
Texas Sets Another Record as Governor Urges Residents to Stay Home,2020-06-23 09:20:27+00:00,Local leaders in Texas fear they may be close to overloading hospital capacity. New York City’s beaches will reopen July 1.,https://www.nytimes.com/2020/06/23/world/coronavirus-updates.html,4478,Health officials testified to Congress about the government’s pandemic response.  Swimming will be allowed at New York City beaches starting on July 1.,National,World,,News,,
University of Michigan to Drop Out as Presidential Debate Host,2020-06-22 09:17:03+00:00,The university is concerned about hosting large groups during the pandemic. And Saudi Arabia is imposing strict limits on the hajj. Here’s the latest.,https://www.nytimes.com/2020/06/22/world/coronavirus-updates.html,5241,"The university is concerned about bringing hordes of people to campus amid the pandemic. New cases in the U.S. account for 20 percent of new global infections. New York City allowed offices to reopen, with limits.",National,World,,News,,
Brazil and the U.S. Drive New Coronavirus Infections,2020-06-21 11:52:39+00:00,Infections in the U.S. are up 15 percent over the last two weeks. Seven states hit single-day case records Saturday.,https://www.nytimes.com/2020/06/21/world/coronavirus-updates.html,4865,"The W.H.O. reported more than 183,000 new cases, the largest one-day increase so far, as the global tally inched toward nine million. A Trump administration official said the White House was preparing for a potential wave of infections in the fall.",Foreign,World,,News,,
"Brazil Passes 1 Million Coronavirus Cases, Adding 54,000 in a Day",2020-06-19 09:27:23+00:00,"At least three U.S. states — Florida, South Carolina and Arizona — set record daily highs for new cases. Here’s the latest.",https://www.nytimes.com/2020/06/19/world/coronavirus-live-updates.html,6671,The W.H.O. warns of a “new and dangerous phase” of the pandemic as cases rise in 81 countries. Face masks become a political flash point.,Foreign,World,,News,,
Coronavirus Attacks the Lungs. A Federal Agency Just Halted Funding for New Lung Treatments.,2020-06-19 09:00:32+00:00,"The shift, quietly disclosed on a government website, highlights how the Trump administration is favoring development of vaccines over treatments for the sickest patients.",https://www.nytimes.com/2020/06/19/health/coronavirus-lung-treatment-funding.html,1876,"The shift, quietly disclosed on a government website, highlights how the Trump administration is favoring development of vaccines over treatments for the sickest patients.",Science,Health,,News,By Katie Thomas,
"With the Federal Health Megaphone Silent, States Struggle With a Shifting Pandemic",2020-06-18 00:14:14+00:00,State and local health officials have been left to figure out how to handle rising infections and to navigate conflicting signals from the White House.,https://www.nytimes.com/2020/06/17/us/politics/coronavirus-pandemic-federal-response.html,1827,"As state and local governments confront a new wave of coronavirus infections, President Trump is sending mixed messages and Washington’s public health bully pulpit has gone silent.",Washington,U.S.,Politics,News,"By Sheryl Gay Stolberg, Noah Weiland, Sarah Mervosh and David E. Sanger",
Honduran President Tests Positive,2020-06-16 09:27:50+00:00,"And in the U.S., officials in Oklahoma are concerned about President Trump’s planned rally. Florida reported a new daily high of cases. Here’s the latest.",https://www.nytimes.com/2020/06/16/world/coronavirus-live-updates.html,5975,"Scientists at the University of Oxford say they have identified a drug that can reduce coronavirus-related deaths. The virus flares in Beijing. Officials in Tulsa, Okla., worry that President Trump’s planned rally could cause a spike.",National,World,,News,,
"As Hot Spots Shift, Pandemic Enters a New Phase",2020-05-28 09:24:22+00:00,Falling numbers in some of the hardest-hit places in the United States have offered signs of hope. But infections and deaths are rising elsewhere.,https://www.nytimes.com/2020/05/28/us/coronavirus-news-usa.html,4321,"Some Americans face economic ruin with government aid set to end. Masks become a flash point for businesses, and the C.D.C. proposes changes that would remake the workplace.",National,U.S.,,News,,
"Four Months After First Case, U.S. Death Toll Passes 100,000",2020-05-27 09:25:17+00:00,"For renters who’ve survived financially with help from the government and laws barring eviction, time is running out. Despite analysts’ forecasts, investors keep pushing the stock market higher.",https://www.nytimes.com/2020/05/27/us/coronavirus-live-news-updates.html,4144,Scientists are revising the timeline of how the virus spread. Education Secretary Betsy DeVos said she would direct public school districts to share federal aid with private schools.,National,U.S.,,News,,
"Trump Bans Travel From Brazil, Citing Pandemic",2020-05-24 04:06:39+00:00,The N.B.A. said it might restart its suspended season in late July at a Florida resort.,https://www.nytimes.com/2020/05/24/world/coronavirus-news-update.html,5401,"As the United States marked the Memorial Day weekend, President Trump golfed, some Americans flocked to beaches and the death toll neared 100,000. And in Britain, the prime minister said he would not fire an aide for driving across the country while infected.",Foreign,World,,News,,
Trump Suggests Virus Death Count Is Inflated. Most Experts Doubt It,2020-05-22 18:39:59+00:00,"The numbers, some officials say, include too many “presumed” cases. But even Dr. Anthony Fauci said that the overall toll was likely an undercount.",https://www.nytimes.com/2020/05/22/us/politics/coronavirus-trump-death-toll.html,1496,"Senior White House and health officials have sought new ways to find the extent of infections and deaths, questioning whether official counts are inflating the toll of the virus.",Washington,U.S.,Politics,News,"By Noah Weiland, Maggie Haberman and Abby Goodnough",
"As Death Toll Nears 100,000, Some in White House Question the Math",2020-05-22 09:32:27+00:00,"The United States continues its advance toward 100,000 deaths, a grim milestone the country is expected to reach in the coming days. Here’s the latest.",https://www.nytimes.com/2020/05/22/us/coronavirus-news-live-updates.html,4437,"President Trump ordered states to reopen places of worship, but several governors said that decision would be their call. Persistently high case levels in Los Angeles, Chicago and Washington have medical experts concerned.",National,U.S.,,News,,
‘Jaw-Dropping’ Fraud Reported as Jobless Claims Reach 38.6 Million,2020-05-21 09:35:09+00:00,,https://www.nytimes.com/2020/05/21/us/coronavirus-news-tracker.html,4392,"President Trump, visiting a Michigan factory, again refused to wear a mask in public. Flags were ordered lowered for Memorial Day weekend in memory of those who died from the virus.",National,U.S.,,News,,
Did de Blasio Bungle the Crisis?,2020-05-21 09:00:07+00:00,Opinion columnists discuss how New York handled the coronavirus crisis.,https://www.nytimes.com/2020/05/21/opinion/the-argument-de-blasio-cuomo-coronavirus.html,805,And has the coronavirus ended food culture as we know it?,OpEd,Opinion,,Op-Ed,,
"Lockdown Delays Led to at Least 36,000 More Deaths, Models Find",2020-05-20 09:32:10+00:00,"Connecticut’s stay-at-home-order lifts today, making it one of the last states to return to business. C.D.C. guidance, rejected by the White House, is released.",https://www.nytimes.com/2020/05/20/us/coronavirus-cases-deaths.html,5258,"All 50 states have begun to reopen to some degree, but rules vary. Scientists say they see progress on the path to developing a vaccine by next year.",National,U.S.,,News,,
When the Mask You’re Wearing ‘Tastes Like Socialism’,2020-05-20 09:00:21+00:00,The partisan divide over how to respond to the coronavirus pandemic has deepened over the past few weeks.,https://www.nytimes.com/2020/05/20/opinion/coronavirus-trump-partisanship.html,2661,The partisan divide over how to respond to the coronavirus pandemic has deepened over the past few weeks.,OpEd,Opinion,,Op-Ed,By Thomas B. Edsall,
All 50 States Have Eased Coronavirus Restrictions,2020-05-19 09:21:33+00:00,"President Trump gave the organization 30 days to “commit to substantive improvements.” Mr. Trump also said he was taking hydroxychloroquine, an unproven drug against the coronavirus, as a preventive measure.",https://www.nytimes.com/2020/05/19/us/coronavirus-usa-live.html,4241,"More changes took effect on Wednesday, but vast discrepancies remain as states forge ahead after shutdowns. Treasury Secretary Steven Mnuchin warns of “permanent damage” to the economy.",National,U.S.,,News,,
Trump Threatens to Leave W.H.O. and Permanently End Funding,2020-05-18 09:14:20+00:00,"As states ease restrictions, public health experts warned of a resurgence of the virus if the authorities move too fast. The Fed chief said the economy would not fully recover until there was a vaccine.",https://www.nytimes.com/2020/05/18/us/coronavirus-updates.html,4232,The president said the organization had made missteps during the pandemic that “have been extremely costly for the world.” A claim he takes hydroxychloroquine was criticized by doctors.,National,U.S.,,News,,
How Many Covid Deaths? Don’t Ask President Trump,2020-05-17 15:26:22+00:00,The president has expressed skepticism about the fatality figures reported to him by his own experts.,https://www.nytimes.com/2020/05/17/opinion/coronavirus-us-death-toll.html,867,The president has expressed skepticism about the fatality figures reported to him by his own experts.,Editorial,Opinion,,Editorial,By The Editorial Board,
House Passes $3 Trillion Relief Bill Seen as Democrats’ Opening Bid,2020-05-15 08:57:53+00:00,"A $3 trillion package would include billions for struggling states but has been criticized as a “blue-state bailout” by Republican leaders. A test used on White House personnel might not be accurate, the F.D.A. said.",https://www.nytimes.com/2020/05/15/us/coronavirus-updates.html,4008,Beaches in New York and other states in the region can open for Memorial Day weekend. Many retail workers have reluctantly turned into de facto enforcers of public health guidelines.,National,U.S.,,News,,
Wisconsin Supreme Court Strikes Down Stay-at-Home Order,2020-05-13 09:08:51+00:00,"Millions more U.S. residents left their homes this week, according to a New York Times analysis. Dr. Anthony S. Fauci said that reopening too quickly risked “an outbreak that you may not be able to control.”",https://www.nytimes.com/2020/05/13/us/coronavirus-cases-deaths.html,4608,"President Trump pushes to reopen schools, and criticizes Dr. Fauci’s warnings about moving too quickly. The administration weighs extending some border restrictions indefinitely.",National,U.S.,,News,,
Fauci to Warn Senate of ‘Needless Suffering and Death’,2020-05-11 09:15:02+00:00,"President Trump made misleading statements on testing; inmates in Los Angeles County tried to infect themselves, jail officials said. Here’s the latest.",https://www.nytimes.com/2020/05/11/us/coronavirus-updates.html,5102,The risks of reopening the country too soon will be a focus of government hearings on Tuesday. The White House’s new mask requirement won’t apply to President Trump.,National,U.S.,,News,,
Top Health Officials to Quarantine After Being Exposed,2020-05-09 12:00:40+00:00,The virus has cost President Trump seniors’ support. The F.D.A. approved the first antigen test that can rapidly detect the virus.,https://www.nytimes.com/2020/05/09/us/coronavirus-news-updates.html,4735,Three children have died of a mysterious syndrome linked to the virus. Trump’s support among seniors slips as the pandemic becomes more political.,National,U.S.,,News,,
F.D.A. Clears First Home Saliva Test; Pence’s Press Secretary Has Virus,2020-05-08 09:10:17+00:00,"The latest federal data revealed 20.5 million jobs lost in April, and unemployment rivaling the Great Depression.New York City, Los Angeles and Chicago are the primary generators of new coronavirus cases each day. President Trump will be tested daily after a valet fell ill.",https://www.nytimes.com/2020/05/08/us/coronavirus-updates.html,5009,"The U.S. lost 20.5 million jobs in April, the worst devastation since the Great Depression. Flaws in the Paycheck Protection Program could leave small-business owners saddled with debt.",National,U.S.,,News,,
White House Rejects C.D.C.’s Coronavirus Reopening Plan,2020-05-07 19:15:33+00:00,The agency’s detailed guidelines for reopening were blocked from publication after Trump administration officials labeled them “overly prescriptive.”,https://www.nytimes.com/2020/05/07/us/politics/trump-cdc.html,1137,Detailed guidelines for reopening drafted by the Centers for Disease Control and Prevention were blocked from publication after Trump administration officials labeled them “overly prescriptive.”,Washington,U.S.,Politics,News,By Abby Goodnough and Maggie Haberman,
Trump Says Task Force Will Wind Down,2020-05-05 09:16:15+00:00,"President Trump said the group would be replaced by “something in a different form,” despite grim projections for the months ahead.",https://www.nytimes.com/2020/05/05/us/coronavirus-live-news.html,6532,"Jared Kushner tried to address a looming supply shortage with volunteers from the private sector. More than 1,000 people have died each day for over a month. Meat is growing scarcer.",National,U.S.,,News,,
Models Project Sharp Rise in Deaths as States Reopen,2020-05-04 09:31:08+00:00,"Tensions between Washington and Beijing escalated as President Trump said the U.S. death toll could reach 100,000. The Supreme Court will hear cases remotely for the first time.",https://www.nytimes.com/2020/05/04/us/coronavirus-live-updates.html,5239,"An internal Trump administration report expects about 200,000 daily cases by June. The White House bars coronavirus task force officials from testifying to Congress without approval.",National,U.S.,,News,,
Relaxed Rules and Warm Weather Test States,2020-05-02 12:01:52+00:00,"As states reopen, warmer weather is luring people outdoors and clashes are flaring over restrictions.",https://www.nytimes.com/2020/05/02/us/coronavirus-updates.html,6087,"Congress declined the administration’s offer of rapid testing, saying tests were needed more elsewhere. Former President George W. Bush urged unity in a video message.",National,U.S.,,News,,
"As Restrictions Lift, Countries Brace for a New Reality",2020-05-02 04:03:38+00:00,"The virus appears to be spreading swiftly in Kabul. The death toll in Italy surpassed 28,000.",https://www.nytimes.com/2020/05/02/world/coronavirus-news.html,5129,"As lockdowns begin to ease for millions of Europeans, Italy reports a spike in deaths. Migrants face roundups in Malaysia and surging infections in Singapore’s dormitories.",Foreign,World,,News,,
"As More States Reopen, Protesters Chafe at Restrictions",2020-05-01 09:28:08+00:00,More than half of U.S. states moved to reopen businesses. Armed protesters entered the Capitol in Michigan. The C.D.C. announced an initiative to speed virus research.,https://www.nytimes.com/2020/05/01/us/coronavirus-updates.html,5750,The F.D.A. issued emergency approval for an antiviral drug. High school seniors appear reluctant to commit to a college for the fall.,National,U.S.,,News,,
"White House Embraces Optimism as Death Toll Passes 60,000",2020-04-29 09:16:44+00:00,"The G.D.P. plummeted, but because widespread layoffs and shutdowns hit at the end of the quarter, economists say it will fall much further. Officially, more than 53,000 have died, according to The Times’s count, but death rates suggest the true toll is far greater.",https://www.nytimes.com/2020/04/29/us/coronavirus-usa-cases-deaths.html,5393,"The early results of a trial of an experimental drug left White House officials hopeful. President Trump is pressing a crash vaccine program, but experts see risk in a rushed process.",National,U.S.,,News,,
‘A Terrible Price’: The Deadly Racial Disparities of Covid-19 in America,2020-04-29 09:00:14+00:00,"For the Zulu club, a black social organization in New Orleans, Mardi Gras was a joy. The coronavirus made it a tragedy.",https://www.nytimes.com/2020/04/29/magazine/racial-disparities-covid-19.html,6815,"For the Zulu club, a black social organization in New Orleans, Mardi Gras was a joy. The coronavirus made it a tragedy.",Magazine,Magazine,,News,By Linda Villarosa and L. Kasimu Harris,
Texas and Ohio Push to Reopen; White House Promises to Help States Test,2020-04-27 09:33:45+00:00,"About three million cases have been detected around the world, and the global death toll passed 200,000. States across the U.S. gradually allowed some businesses to resume.",https://www.nytimes.com/2020/04/27/us/coronavirus-live.html,5130,More states gradually lift restrictions on some businesses even as cases remain high. A new testing plan falls short of what public health experts say is necessary.,National,U.S.,,News,,
Scientists Race For a Coronavirus Vaccine,2020-04-27 04:01:44+00:00,"Limited testing means the actual toll is higher. In Italy, the government outlines plans to lift Europe’s longest lockdown.",https://www.nytimes.com/2020/04/27/world/coronavirus-world-pandemic.html,6522,"Even as the global death toll passed 200,000, countries are mapping out a return to public life. Health care workers in Mexico, India and other countries are facing attacks.",Foreign,World,,News,,
Coronavirus Live Updates: Summer Is Coming. Some States Are Reopening. Can We Keep Our Distance?,2020-04-26 12:00:11+00:00,"A heat wave drew crowds to California beaches this weekend, likely foreshadowing the challenges ahead for governors and mayors.",https://www.nytimes.com/2020/04/26/us/coronavirus-updates.html,4085,"Nevada is one especially thorny example because of its dependence on tourism. But everywhere, faster and more widespread testing will be vital.",National,U.S.,,News,,
Trump’s Remarks Prompt Warnings on Disinfectants,2020-04-24 09:12:32+00:00,"A new comparison of antibodies tests delivered mixed results, prompting frustration as the public looks for ways to safely escape lockdowns. Here’s the latest.",https://www.nytimes.com/2020/04/24/us/coronavirus-us-usa-updates.html,4190,Several states take tentative steps to reopen businesses. The Navy recommended reinstating the captain of an aircraft carrier who had sought help as the virus spread on his ship.,National,U.S.,,News,,
Death Toll Climbs in California; House Passes Aid Package,2020-04-23 09:16:15+00:00,"Mitch McConnell, the Republican Senate leader, said states should consider declaring bankruptcy. Unemployment is set to soar again. The discovery of an early death rewrites the timeline of the U.S. outbreak.",https://www.nytimes.com/2020/04/23/us/coronavirus-live-news-coverage.html,5143,"President Trump said he would sign the $484 billion package, which replenishes a depleted small-business loan program. Another 4.4 million people filed for unemployment.",National,U.S.,,News,,
Your Thursday Briefing,2020-04-22 20:19:32+00:00,"Global instability from the oil prices plunge, panic in the Indian diaspora over new U.S. immigration rules, a looming food crisis. ",https://www.nytimes.com/2020/04/22/briefing/coronavirus-oil-india-us-immigration-food.html,1591,Let us help you start your day. ,NYTNow,Briefing,,briefing,By Carole Landry,
